"event","name","country","medal","day","win","sport","gender","type"
"Men's 200M - T52","JERROLD PETE MACABIO MANGLIWAN","Philippines","Gold",5,1,"Athletics","Men","Singles"
"Men's 200M - T52","RUNGSRI  PETH","Thailand","Silver",5,1,"Athletics","Men","Singles"
"Men's 400M - T36/38","KRISHNA KUMAR HARI DAS","Malaysia","Gold",5,1,"Athletics","Men","Singles"
"Men's 400M - T36/38","DAMCHOOM SURASAK","Thailand","Silver",5,1,"Athletics","Men","Singles"
"Men's 400M - T36/38","SUYONO","Indonesia","Bronze",5,1,"Athletics","Men","Singles"
"Men's 400M - T37","LE VAN MANH","Vietnam","Gold",5,1,"Athletics","Men","Singles"
"Men's 400M - T37","SAEWANG SAKPHET","Thailand","Silver",5,1,"Athletics","Men","Singles"
"Men's 400M - T37","TIMIN","Indonesia","Bronze",5,1,"Athletics","Men","Singles"
"Men's 400M - T45/46","BONG HONG","Cambodia","Gold",5,1,"Athletics","Men","Singles"
"Men's 400M - T45/46","PHUNG DINH TU","Vietnam","Silver",5,1,"Athletics","Men","Singles"
"Men's 400M - T45/46","RAUL QUILANG ANGOLUAN","Philippines","Bronze",5,1,"Athletics","Men","Singles"
"Men's 400M - T54","KONJEN  SAICHON","Thailand","Gold",5,1,"Athletics","Men","Singles"
"Men's 400M - T54","JANTHON  EKKACHAI","Thailand","Silver",5,1,"Athletics","Men","Singles"
"Men's 400M - T54","JAENAL ARIPIN","Indonesia","Bronze",5,1,"Athletics","Men","Singles"
"Men's 800M - T11/12","NGUYEN HOANG MINH","Vietnam","Gold",5,1,"Athletics","Men","Singles"
"Men's 800M - T11/12","NGUYEN VAN BINH","Vietnam","Silver",5,1,"Athletics","Men","Singles"
"Men's 800M - T11/12","SONGPHINIT SUPHACHAI","Thailand","Bronze",5,1,"Athletics","Men","Singles"
"Men's Discus Throw - F54/55","RIADI SAPUTRA","Indonesia","Gold",5,1,"Athletics","Men","Singles"
"Men's Discus Throw - F54/55","JOEL ADEGUE BALATUCAN","Philippines","Silver",5,1,"Athletics","Men","Singles"
"Men's Discus Throw - F54/55","SAHRI BIN HJ JUMAAT","Brunei Darussalam","Bronze",5,1,"Athletics","Men","Singles"
"Men's Discus Throw - F56/57","ALAN SASTRA","Indonesia","Gold",5,1,"Athletics","Men","Singles"
"Men's Discus Throw - F56/57","CAO NGOC HUNG","Vietnam","Silver",5,1,"Athletics","Men","Singles"
"Men's Discus Throw - F56/57","NGUYEN BE HAU","Vietnam","Bronze",5,1,"Athletics","Men","Singles"
"Men's Long Jump - F11/12","MOHAMAD SAIFUDDIN BIN ISHAK","Malaysia","Gold",5,1,"Athletics","Men","Singles"
"Men's Long Jump - F11/12","MUHAMAD AFIQ BIN MOHAMAD ALI HANAFIAH","Malaysia","Silver",5,1,"Athletics","Men","Singles"
"Men's Long Jump - F11/12","NGUYEN NGOC HIEP","Vietnam","Bronze",5,1,"Athletics","Men","Singles"
"Men's Shot Put - F20","MUHAMMAD ZIYAD BIN ZOLKEFLI","Malaysia","Gold",5,1,"Athletics","Men","Singles"
"Men's Shot Put - F20","MOHAMAD ALIFF BIN MOHAMAD AWI","Malaysia","Silver",5,1,"Athletics","Men","Singles"
"Men's Shot Put - F20","MOHAMMAD KHAIRIN AZHAR BIN ROSLI","Brunei Darussalam","Bronze",5,1,"Athletics","Men","Singles"
"Men's Shot Put - F44","MYO SWE","Myanmar","Gold",5,1,"Athletics","Men","Singles"
"Men's Shot Put - F44","SAN MHWE","Myanmar","Silver",5,1,"Athletics","Men","Singles"
"Men's Shot Put - F44","PHAN VAN DUNG","Vietnam","Bronze",5,1,"Athletics","Men","Singles"
"Women's 200M - T53/54","PRUDENCIA DEL MUNDO PANALIGAN","Philippines","Gold",5,1,"Athletics","Women","Singles"
"Women's 200M - T53/54","NGUYEN THI XUAN ANH","Vietnam","Silver",5,1,"Athletics","Women","Singles"
"Women's 200M - T53/54","SRITONG  CHAINET","Thailand","Bronze",5,1,"Athletics","Women","Singles"
"Women's 400M - T20","SITI NOORIASAH BINTI MOHAMAD ARIFFIN","Malaysia","Gold",5,1,"Athletics","Women","Singles"
"Women's 400M - T20","SITI NOOR RADIAH BINTI ISMAIL","Malaysia","Silver",5,1,"Athletics","Women","Singles"
"Women's 400M - T20","RICA OKTAVIA","Indonesia","Bronze",5,1,"Athletics","Women","Singles"
"Women's 400M - T45/46/47","NANDA MEI SHOLIHAH","Indonesia","Gold",5,1,"Athletics","Women","Singles"
"Women's 400M - T45/46/47","GAGUN PAGJIRAPORN","Thailand","Silver",5,1,"Athletics","Women","Singles"
"Women's 400M - T45/46/47","NANDAR LIN","Myanmar","Bronze",5,1,"Athletics","Women","Singles"
"Women's Discus Throw - F54/55","CHAITHONGRAT PUANGPET","Thailand","Gold",5,1,"Athletics","Women","Singles"
"Women's Discus Throw - F54/55","HTET HTET AYE","Myanmar","Silver",5,1,"Athletics","Women","Singles"
"Women's Discus Throw - F54/55","EKA ROSA HYBRIDA","Indonesia","Bronze",5,1,"Athletics","Women","Singles"
"Women's Discus Throw - F56/57","YUDDIANA","Indonesia","Gold",5,1,"Athletics","Women","Singles"
"Women's Discus Throw - F56/57","NGUYEN THI HAI","Vietnam","Silver",5,1,"Athletics","Women","Singles"
"Women's Discus Throw - F56/57","FAMINI","Indonesia","Bronze",5,1,"Athletics","Women","Singles"
"Women's Long Jump - F11/12","VU THI KIM THUY","Vietnam","Gold",5,1,"Athletics","Women","Singles"
"Women's Long Jump - F11/12","NGUYEN THI NHAN","Vietnam","Silver",5,1,"Athletics","Women","Singles"
"Women's Long Jump - F11/12","TANOMWONG SUNEEPORN","Thailand","Bronze",5,1,"Athletics","Women","Singles"
"Men's Doubles - SL3/4","","Vietnam","Bronze",5,1,"Badminton","Men","Team"
"Men's Doubles - SL3/4","","Malaysia","Bronze",5,1,"Badminton","Men","Team"
"Men's Doubles - SU5","","Malaysia","Bronze",5,1,"Badminton","Men","Team"
"Men's Doubles - SU5","","Indonesia","Bronze",5,1,"Badminton","Men","Team"
"Men's Doubles - WH1/2","","Thailand","Gold",5,1,"Badminton","Men","Team"
"Men's Doubles - WH1/2","","Vietnam","Silver",5,1,"Badminton","Men","Team"
"Men's Doubles - WH1/2","","Thailand","Bronze",5,1,"Badminton","Men","Team"
"Men's Singles - SL3","MUHAMMAD HUZAIRI BIN ABDUL MALEK","Malaysia","Bronze",5,1,"Badminton","Men","Singles"
"Men's Singles - SL3","DWIYOKO","Indonesia","Bronze",5,1,"Badminton","Men","Singles"
"Men's Singles - SL4","LE QUOC MANH","Vietnam","Bronze",5,1,"Badminton","Men","Singles"
"Men's Singles - SL4","FREDY SETIAWAN","Indonesia","Bronze",5,1,"Badminton","Men","Singles"
"Men's Singles - SU5","IMAM KUNANTORO","Indonesia","Bronze",5,1,"Badminton","Men","Singles"
"Men's Singles - SU5","ODDIE KURNIA DWI LISTYANTO","Indonesia","Bronze",5,1,"Badminton","Men","Singles"
"Men's Singles - WH1","CHATCHAI KORNPEKANOK","Thailand","Bronze",5,1,"Badminton","Men","Singles"
"Men's Singles - WH1","MOHD JOHARI BIN SAED","Malaysia","Bronze",5,1,"Badminton","Men","Singles"
"Men's Singles - WH2","RAHIM BIN MOHD YUSOF","Malaysia","Bronze",5,1,"Badminton","Men","Singles"
"Men's Singles - WH2","AGUS BUDI UTOMO","Indonesia","Bronze",5,1,"Badminton","Men","Singles"
"Mixed Doubles - SL3/4/SU5","","Thailand","Bronze",5,1,"Badminton","Mixed","Team"
"Mixed Doubles - SL3/4/SU5","","Indonesia","Bronze",5,1,"Badminton","Mixed","Team"
"Women's Singles - SL4","CHANIDA SRINAVAKUL","Thailand","Bronze",5,1,"Badminton","Women","Singles"
"Women's Singles - SL4","NIPADA SEANGSUPA","Thailand","Bronze",5,1,"Badminton","Women","Singles"
"Mixed Individual - BC1","WITSANU  HUADPRADIT","Thailand","Gold",5,1,"Boccia","Mixed","Singles"
"Mixed Individual - BC1","CHEW WEI LUN","Malaysia","Silver",5,1,"Boccia","Mixed","Singles"
"Mixed Individual - BC1","PATTAYA TADTONG","Thailand","Bronze",5,1,"Boccia","Mixed","Singles"
"Mixed Individual - BC2","WATCHARAPHON VONGSA","Thailand","Gold",5,1,"Boccia","Mixed","Singles"
"Mixed Individual - BC2","WORAWUT SAENGAMPA","Thailand","Silver",5,1,"Boccia","Mixed","Singles"
"Mixed Individual - BC2","MOHAMMAD SYAFIQ BIN MOHD NOH","Malaysia","Bronze",5,1,"Boccia","Mixed","Singles"
"Mixed Individual - BC3","TANIMPAT  VISARATANUNTA","Thailand","Gold",5,1,"Boccia","Mixed","Singles"
"Mixed Individual - BC3","TOH SZE NING","Singapore","Silver",5,1,"Boccia","Mixed","Singles"
"Mixed Individual - BC3","SOMBOON  CHAIPANICH","Thailand","Bronze",5,1,"Boccia","Mixed","Singles"
"Mixed Individual - BC4","CHALOEMPHON  TANBUT","Thailand","Gold",5,1,"Boccia","Mixed","Singles"
"Mixed Individual - BC4","PORNCHOK LARPYEN","Thailand","Bronze",5,1,"Boccia","Mixed","Singles"
"Men's Up to 72.00 kg","MARASRI THONGSA","Thailand","Gold",5,1,"Powerlifting","Men","Singles"
"Men's Up to 72.00 kg","MA PHUONG QUANG","Vietnam","Silver",5,1,"Powerlifting","Men","Singles"
"Men's Up to 72.00 kg","SISAVENGSOUK PHOUTTHAVONG","Lao People's Democratic Republic","Bronze",5,1,"Powerlifting","Men","Singles"
"Men's Up to 80.00 kg","PONGTAO KAMPA","Thailand","Gold",5,1,"Powerlifting","Men","Singles"
"Men's Up to 80.00 kg","MATNOH MA HUSSEIN","Malaysia","Silver",5,1,"Powerlifting","Men","Singles"
"Men's Up to 80.00 kg","ANGRIWAN","Indonesia","Bronze",5,1,"Powerlifting","Men","Singles"
"Men's Up to 88.00 kg","BOI ANTO","Indonesia","Gold",5,1,"Powerlifting","Men","Singles"
"Men's Up to 88.00 kg","THONGDEE PRASIT","Thailand","Silver",5,1,"Powerlifting","Men","Singles"
"Men's Up to 88.00 kg","NORRIN NURUL AZHAR","Malaysia","Bronze",5,1,"Powerlifting","Men","Singles"
"Women's Up to 50.00 kg","DANG THI LINH PHUONG","Vietnam","Gold",5,1,"Powerlifting","Women","Singles"
"Women's Up to 50.00 kg","KONGMUANG WANDI","Thailand","Silver",5,1,"Powerlifting","Women","Singles"
"Women's Up to 50.00 kg","ASTUTI RANI PUJI","Indonesia","Bronze",5,1,"Powerlifting","Women","Singles"
"Women's Up to 55.00 kg","CHAU HOANG TUYET LOAN","Vietnam","Gold",5,1,"Powerlifting","Women","Singles"
"2.3 Men","AL MUSTAKIM BIN MATRIN","Malaysia","Gold",5,1,"Sailing","Men","Singles"
"2.3 Men","ALSON CALLOS TUMBAGAHAN","Philippines","Silver",5,1,"Sailing","Men","Singles"
"2.3 Men","AARON PER YONG QUAN","Singapore","Bronze",5,1,"Sailing","Men","Singles"
"R4 10m Air Rifle Standing Mixed SH2","ANUSON CHAICHAMNAN","Thailand","Gold",5,1,"Shooting","Mixed","Singles"
"R4 10m Air Rifle Standing Mixed SH2","BOLO TRIYANTO","Indonesia","Silver",5,1,"Shooting","Mixed","Singles"
"R4 10m Air Rifle Standing Mixed SH2","TANONG CHANNAM","Thailand","Bronze",5,1,"Shooting","Mixed","Singles"
"Men's 100M Backstroke - S10","TANGKILISAN STEVEN SUALANG","Indonesia","Gold",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S10","FRAIDDEN DAWAN","Malaysia","Silver",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S10","PHYO KO KO","Myanmar","Bronze",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S11","THANONGSAK HITAKUN","Thailand","Gold",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S11","KRITAPHAT WITIDKASEMROT","Thailand","Silver",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S11","I KETUT SUMITA","Indonesia","Bronze",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S14","TAN ENG KIONG BENSON","Singapore","Gold",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S14","YOONG CHUNG WEI","Malaysia","Silver",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S14","TAY WEI SIANG LAWRENCE","Singapore","Bronze",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S6 (S1-S6)","AGUS NGAIMIN","Indonesia","Gold",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S6 (S1-S6)","AUNG MYINT MYAT","Myanmar","Silver",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S6 (S1-S6)","NAING SIT AUNG","Myanmar","Bronze",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S7","SURIANSYAH","Indonesia","Gold",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S7","CHANNI WONGNONTHAPHUM","Thailand","Silver",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S7","NGUYEN DUC THIEN","Vietnam","Bronze",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S8","TOH WEI SOONG","Singapore","Gold",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S8","DANG VAN CONG","Vietnam","Silver",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S8","PAIBUN WONGNONTHAPHUM","Thailand","Bronze",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S9","JENDI PANGABEAN","Indonesia","Gold",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S9","VO HUYNH ANH KHOA","Vietnam","Silver",5,1,"Swimming","Men","Singles"
"Men's 100M Backstroke - S9","NGUYEN HOANG NHA","Vietnam","Bronze",5,1,"Swimming","Men","Singles"
"Men's 4x100M Medley Relay - 34 points","","Myanmar","Gold",5,1,"Swimming","Men","Team"
"Men's 4x100M Medley Relay - 34 points","","Vietnam","Silver",5,1,"Swimming","Men","Team"
"Men's 50M Freestyle - S10","MUSA MANDAN KARUBABA","Indonesia","Gold",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S10","AUNG PHONE","Myanmar","Silver",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S10","TANGKILISAN STEVEN SUALANG","Indonesia","Bronze",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S11","PHAM ANH TU","Vietnam","Gold",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S11","PANOM LAGSANAPRIM","Thailand","Silver",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S11","THANONGSAK HITAKUN","Thailand","Bronze",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S12","TRAN QUOC PHI","Vietnam","Gold",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S12","MENASER MERIBA NUMBERI","Indonesia","Silver",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S12","WONG MENG EE","Singapore","Bronze",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S13","MARINUS MELIANUS YOWEI","Indonesia","Gold",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S13","SUTAT SAWATTARN","Thailand","Silver",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S13","CHAIPORN LAOBENG","Thailand","Bronze",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S14","TAN ENG KIONG BENSON","Singapore","Gold",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S14","YOONG CHUNG WEI","Malaysia","Silver",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S14","HAN LIANG CHOU","Singapore","Bronze",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S5 (S4-S5)","VO THANH TUNG","Vietnam","Gold",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S5 (S4-S5)","JAMERY ANAK SIGA","Malaysia","Silver",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S5 (S4-S5)","DANH HOA","Vietnam","Bronze",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S6","AUNG MYINT MYAT","Myanmar","Gold",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S6","AGUS NGAIMIN","Indonesia","Silver",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S6","NAING SIT AUNG","Myanmar","Bronze",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S7","LE TIEN DAT","Vietnam","Gold",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S7","KAWEEWAT SITTICHAIPHONNITI","Thailand","Silver",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S7","CHANNI WONGNONTHAPHUM","Thailand","Bronze",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S8","TOH WEI SOONG","Singapore","Gold",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S8","GUNTUR","Indonesia","Silver",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S8","NGET BO","Cambodia","Bronze",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S9","VO HUYNH ANH KHOA","Vietnam","Gold",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S9","NGUYEN HOANG NHA","Vietnam","Silver",5,1,"Swimming","Men","Singles"
"Men's 50M Freestyle - S9","AHMAD AZWARI","Indonesia","Bronze",5,1,"Swimming","Men","Singles"
"Women's 100M Backstroke - S8 (S6-S8)","JEERAWAN NAITHONG","Thailand","Gold",5,1,"Swimming","Women","Singles"
"Women's 100M Backstroke - S8 (S6-S8)","GUSMALAYANTI","Indonesia","Silver",5,1,"Swimming","Women","Singles"
"Women's 100M Backstroke - S8 (S6-S8)","WILASINI WONGNONTHAPOOM","Thailand","Bronze",5,1,"Swimming","Women","Singles"
"Women's 100M Backstroke - S9","ANCHAYA KETKEAW","Thailand","Gold",5,1,"Swimming","Women","Singles"
"Women's 100M Backstroke - S9","PIYANUCH BUAPUN","Thailand","Silver",5,1,"Swimming","Women","Singles"
"Women's 100M Backstroke - S9","SURERUT KOMKEAW","Thailand","Bronze",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S10","SAPIA RUMBARU","Indonesia","Gold",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S10","LE THI TRAM","Vietnam","Silver",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S10","ZIN MAR HTUN","Myanmar","Bronze",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S5 (S2-S5)","GOH RUI SI THERESA","Singapore","Gold",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S5 (S2-S5)","YIP PIN XIU","Singapore","Silver",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S5 (S2-S5)","NGUYEN THI DEN","Vietnam","Bronze",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S6","TRINH THI BICH NHU","Vietnam","Gold",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S6","NGUYEN THI SA RI","Vietnam","Silver",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S6","AW MAY SAN","Myanmar","Bronze",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S8 (S7-S8)","LIM CARMEN","Malaysia","Gold",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S8 (S7-S8)","VI THI HANG","Vietnam","Silver",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S8 (S7-S8)","THONGBAI CHAISAWAS","Thailand","Bronze",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S9","ANCHAYA KETKEAW","Thailand","Gold",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S9","SURERUT KOMKEAW","Thailand","Silver",5,1,"Swimming","Women","Singles"
"Women's 50M Freestyle - S9","LE THI DUNG","Vietnam","Bronze",5,1,"Swimming","Women","Singles"
"Women's Singles - Class 11","LIM JIA XUAN EVELYN","Singapore","Silver",5,1,"Table Tennis","Women","Singles"
"Men's 1500M - T12","NGUYEN HOANG MINH","Vietnam","Gold",6,1,"Athletics","Men","Singles"
"Men's 200M - T11","SONGPHINIT SUPHACHAI","Thailand","Gold",6,1,"Athletics","Men","Singles"
"Men's 200M - T11","SUNOTO","Indonesia","Silver",6,1,"Athletics","Men","Singles"
"Men's 200M - T11","JORCHUY KITSANA","Thailand","Bronze",6,1,"Athletics","Men","Singles"
"Men's 200M - T12","MUHAMAD AFIQ BIN MOHAMAD ALI HANAFIAH","Malaysia","Gold",6,1,"Athletics","Men","Singles"
"Men's 200M - T12","MOHAMAD FAIZAL AIDEAL BIN SUHAIMI","Malaysia","Silver",6,1,"Athletics","Men","Singles"
"Men's 200M - T12","CHAIYA SOMDECH","Thailand","Bronze",6,1,"Athletics","Men","Singles"
"Men's 200M - T37","SAEWANG SAKPHET","Thailand","Gold",6,1,"Athletics","Men","Singles"
"Men's 200M - T37","JACKLON BIN GANDING","Malaysia","Silver",6,1,"Athletics","Men","Singles"
"Men's 200M - T37","TAON CHAIRAT","Thailand","Bronze",6,1,"Athletics","Men","Singles"
"Men's 200M - T38","KRISHNA KUMAR HARI DAS","Malaysia","Gold",6,1,"Athletics","Men","Singles"
"Men's 200M - T38","AMIR FIRDAUSS BIN JAMALUDDIN","Malaysia","Silver",6,1,"Athletics","Men","Singles"
"Men's 200M - T38","WONGNONTHAPHUM DAMKOENG","Thailand","Bronze",6,1,"Athletics","Men","Singles"
"Men's 200M - T42","MORAPAT TAWATCHAI","Thailand","Gold",6,1,"Athletics","Men","Singles"
"Men's 200M - T42","MULYONO","Indonesia","Silver",6,1,"Athletics","Men","Singles"
"Men's 200M - T42","TINT NAING WIN","Myanmar","Bronze",6,1,"Athletics","Men","Singles"
"Men's 200M - T44","KYAW KYAW WIN","Myanmar","Gold",6,1,"Athletics","Men","Singles"
"Men's 200M - T44","RASYIDI","Indonesia","Silver",6,1,"Athletics","Men","Singles"
"Men's 200M - T44","WAGIYO","Indonesia","Bronze",6,1,"Athletics","Men","Singles"
"Men's 200M - T45/46","PHUNG DINH TU","Vietnam","Gold",6,1,"Athletics","Men","Singles"
"Men's 200M - T45/46","AHMAD SOLIHIM BIN MOHD NOR","Malaysia","Silver",6,1,"Athletics","Men","Singles"
"Men's 200M - T45/46","MAI ANH MINH","Vietnam","Bronze",6,1,"Athletics","Men","Singles"
"Men's 200M - T47","MARTHIN LOSU","Indonesia","Gold",6,1,"Athletics","Men","Singles"
"Men's 200M - T47","ARMAN PILA DINO","Philippines","Silver",6,1,"Athletics","Men","Singles"
"Men's 200M - T47","ACHMAD ZEIN","Indonesia","Bronze",6,1,"Athletics","Men","Singles"
"Men's 200M - T53","KRUNGGET  PICHET","Thailand","Gold",6,1,"Athletics","Men","Singles"
"Men's 200M - T53","CHHUN PHUN","Cambodia","Silver",6,1,"Athletics","Men","Singles"
"Men's 200M - T53","LUC THUONG HOA","Vietnam","Bronze",6,1,"Athletics","Men","Singles"
"Men's Discus Throw - F11/12","BOONSRI PHICHAI","Thailand","Gold",6,1,"Athletics","Men","Singles"
"Men's Discus Throw - F11/12","WONGNGOEN ARNON","Thailand","Silver",6,1,"Athletics","Men","Singles"
"Men's Discus Throw - F11/12","EVARISTO JOVEN CARBONEL","Philippines","Bronze",6,1,"Athletics","Men","Singles"
"Men's Discus Throw - F32/33/34","ALIHAN MUDA","Brunei Darussalam","Gold",6,1,"Athletics","Men","Singles"
"Men's Discus Throw - F32/33/34","VO VAN TUNG","Vietnam","Silver",6,1,"Athletics","Men","Singles"
"Men's Discus Throw - F32/33/34","ADDERIN BIN MAJURIN","Malaysia","Bronze",6,1,"Athletics","Men","Singles"
"Men's High Jump - F42/44","NGO XUAN DOAN","Vietnam","Gold",6,1,"Athletics","Men","Singles"
"Men's High Jump - F42/44","SOE THAN","Myanmar","Silver",6,1,"Athletics","Men","Singles"
"Men's High Jump - F42/44","ANDY  RAMIREZ AVELLANA","Philippines","Bronze",6,1,"Athletics","Men","Singles"
"Men's High Jump - F45/46/47","CHANABOON ANGKARN","Thailand","Gold",6,1,"Athletics","Men","Singles"
"Men's Long Jump - F20","ABDUL LATIF BIN ROMLY","Malaysia","Gold",6,1,"Athletics","Men","Singles"
"Men's Long Jump - F20","SUHAIRI BIN SUHANI","Singapore","Silver",6,1,"Athletics","Men","Singles"
"Men's Long Jump - F20","FADLI AMIRULLAH","Indonesia","Bronze",6,1,"Athletics","Men","Singles"
"Men's Shot Put - F56/57","NGUYEN BE HAU","Vietnam","Gold",6,1,"Athletics","Men","Singles"
"Men's Shot Put - F56/57","YIMBANCHANG SAKCHAI","Thailand","Silver",6,1,"Athletics","Men","Singles"
"Men's Shot Put - F56/57","ALAN SASTRA","Indonesia","Bronze",6,1,"Athletics","Men","Singles"
"Women's 400M - T11","WANNARUEMON KEWALIN","Thailand","Gold",6,1,"Athletics","Women","Singles"
"Women's 400M - T11","NGUYEN THI NHAN","Vietnam","Silver",6,1,"Athletics","Women","Singles"
